date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange
2010-11-02	22.8069998453	23.110419766	22.7732874572	23.085134	54402100				
2010-11-03	23.1441315366	23.1694173019	22.7227161619	22.781716	110255300				
2010-11-04	23.1019921581	23.1188487741	22.7648598392	22.874427	93599300				
2010-11-05	22.8997128562	22.9165703151	22.3603019866	22.630007	110953700				
2010-11-08	22.4867258384	24.3325261409	22.402442758	22.596293	71670800				
2010-11-09	22.596292007	22.8491429226	22.5120089304	22.71429	58538600				
2010-11-10	22.7648593116	22.8238574661	22.5962923132	22.705862	52277300				
2010-11-11	22.486725	22.5204373881	22.149593534	22.486725	62073100				
2010-11-12	22.3097303163	22.3518726989	21.9978837648	22.141165	64962200				
2010-11-15	22.1917341572	22.335015388	22.0568812341	22.082167	51794600				
2010-11-16	22.0821678779	22.0821678779	21.7514433302	21.887124	65339200		$0.160		
2010-11-17	21.9634451232	21.9719252178	21.6666409627	21.683602	58299700				
2010-11-18	21.8023229194	22.1160872755	21.7175236673	21.912565	59514000				
2010-11-19	21.8786433451	21.9040844771	21.7090423002	21.785364	52423200				
2010-11-22	21.7514422445	21.8277630944	21.5733611092	21.819283	53350500				
2010-11-23	21.6836024182	21.7090427027	21.2765578676	21.301999	69742500				
2010-11-24	21.3698393908	21.5903201559	21.3359181641	21.514001	56825900				
2010-11-26	21.3783177734	21.5479205145	21.3443982428	21.412239	21356500				
2010-11-29	21.3613595588	21.5564008904	21.140876247	21.463119	56603600				
2010-11-30	21.2426361651	21.5988001389	21.20023654	21.420719	75282100				
2010-12-01	21.6836017092	22.2602481371	21.6751207666	22.082167	74123500				
2010-12-02	22.2517686877	22.879295701	22.2178491566	22.802974	91759200				
2010-12-03	22.7351331624	22.947135531	22.7096945741	22.913216	52622000				
2010-12-06	22.8368948517	22.8792953249	22.6927332429	22.760574	36264200				
2010-12-07	22.9640961383	23.0064957632	22.7690539628	22.786015	57860500				
2010-12-08	22.7520932248	23.0997770944	22.7266520936	23.091297	41666800				
2010-12-09	23.1336987387	23.1845784579	22.9047353383	22.964096	47148300				
2010-12-10	23.057378427	23.2354595684	22.9895376692	23.184579	37625800				
2010-12-13	23.1252181894	23.2778607416	23.0404172426	23.108258	47943900				
2010-12-14	23.1591373729	23.5322623812	23.1167377481	23.422022	64070500				
2010-12-15	23.3457018146	23.7357853271	23.3457018146	23.617064	69634200				
2010-12-16	23.5407428224	23.735785	23.4559418757	23.735785	57680200				
2010-12-17	23.6764241892	23.8205857978	23.5322625806	23.659464	87456500				
2010-12-20	23.7018660243	23.7357855558	23.4729026146	23.583143	52811000				
2010-12-21	23.617062923	23.8629848128	23.5407420734	23.803625	38153000				
2010-12-22	23.7527444525	24.0834681347	23.7273041693	23.905387	42252300				
2010-12-23	23.7188238767	24.0156280373	23.710343782	23.998667	24902500				
2010-12-27	23.84602632	23.9138670753	23.6425023583	23.803625	21652800				
2010-12-28	23.7188237736	23.8884265137	23.7103436789	23.752745	23042200				
2010-12-29	23.6933854119	23.8460271164	23.6425031478	23.718824	19502500				
2010-12-30	23.6764246636	23.7442654219	23.5577041845	23.617064	20786100				
2010-12-31	23.5746621115	23.6764240946	23.4305005035	23.667944	24752000				
2011-01-03	23.786664815	23.8969068942	23.6764244317	23.727305	53443800				
2011-01-04	23.6933854276	23.8884267576	23.6170637273	23.820586	54405600				
2011-01-05	23.6594640536	23.7527450946	23.5492228232	23.744265	58998700				
2011-01-06	23.7781864594	24.4650732842	23.6255447543	24.439633	88026300				
2011-01-07	24.286990531	24.3717923266	23.9562676836	24.253071	73762000				
2011-01-10	23.9647482277	24.0834695565	23.7781869876	23.930827	57573600				
2011-01-11	23.9138678521	23.9562674775	23.7866647359	23.837547	50298900				
2011-01-12	23.8460276167	24.2445912275	23.8036262943	24.21067	52631100				
2011-01-13	24.0241074738	24.0749871923	23.7527444525	23.905387	67077600				
2011-01-14	23.8121057658	24.0665077572	23.6679441568	23.998667	62688400				
2011-01-18	23.8799462722	24.3717917565	23.862985235	24.303951	53322700				
2011-01-19	24.1343489052	24.3209118385	23.9732279523	24.142829	50005900				
2011-01-20	24.1682704233	24.2106700497	23.8545060645	24.041069	58613600				
2011-01-21	24.0834696074	24.1089098922	23.761226	23.761226	58080300				
2011-01-24	23.7612254377	24.2191497052	23.7357851535	24.066508	52047800				
2011-01-25	23.8629853712	24.12587	23.846026878	24.12587	42436600				
2011-01-26	24.1767495988	24.5837941378	24.1682695042	24.405713	74628800				
2011-01-27	24.3802720166	24.9823578862	24.1597895566	24.482034	146938600				
2011-01-28	24.5074738991	24.5329141834	23.2778610048	23.532263	141249400				
2011-01-31	23.5492223779	23.6594636062	23.252419071	23.515302	65029000				
2011-02-01	23.5746623531	23.7951448147	23.4135422503	23.735785	62810700				
2011-02-02	23.6849040574	23.8375466072	23.6425027367	23.693385	45824000				
2011-02-03	23.7188231726	23.7188231726	23.3541808097	23.447461	60340100				
2011-02-04	23.4898631851	23.6085836629	23.3287405376	23.549223	40412200				
2011-02-07	23.5746625146	24.0325884783	23.5661841159	23.913868	68980900				
2011-02-08	23.8290654516	24.0325877188	23.7866641312	23.981708	34904200				
2011-02-09	23.9053877792	23.964747594	23.6679442799	23.718824	52905100				
2011-02-10	23.6849040655	23.693385008	23.1421788626	23.32026	76672400				
2011-02-11	23.5407428286	23.583142454	22.9556162958	23.108258	83939700				
2011-02-14	23.0743359632	23.1252173775	22.8538552053	23.091297	56766200				
2011-02-15	23.0657084445	23.3130838933	22.9889364887	22.997465	44116500		$0.160		
2011-02-16	23.0742377998	23.0912990881	22.6903788601	23.048648	70817900				
2011-02-17	23.0059957797	23.3472061863	22.9548153276	23.210721	57207300				
2011-02-18	23.1424795233	23.2107212642	23.0230573298	23.082768	68667800				
2011-02-22	22.8439229831	23.1168890861	22.6221364784	22.681848	60889000				
2011-02-23	22.6306675488	22.9121647221	22.545364522	22.681848	60234100				
2011-02-24	22.7244983207	23.0827674518	22.60507613	22.835392	64494200				
2011-02-25	22.9548156883	22.9889374119	22.6050767648	22.647727	53006300				
2011-02-28	22.767151245	22.9121649418	22.6136064778	22.673318	51379900				
2011-03-01	22.6903785703	22.8439233385	22.3065187825	22.315049	60055000				
2011-03-02	22.2723985052	22.4941841579	22.2126869834	22.246807	48658200				
2011-03-03	22.4003504504	22.5197734916	22.3321087125	22.34917	68271500				
2011-03-04	22.3662291637	22.3832904515	22.007960033	22.135915	70437200				
2011-03-07	22.2894579246	22.408881825	21.7947052996	21.939719	64980400				
2011-03-08	21.9823699579	22.1956253902	21.8800073504	22.101793	50549800				
2011-03-09	22.0164902608	22.1615048096	21.8885378528	22.084732	39789100				
2011-03-10	21.854417415	21.9311876641	21.6241006966	21.675282	66549500				
2011-03-11	21.6752831227	22.0506127005	21.6326328873	21.905599	49905800				
2011-03-14	21.7435238017	21.9738396678	21.6241007601	21.914129	54473400				
2011-03-15	21.3937851152	21.7264627388	21.3255433764	21.658221	76067300				
2011-03-16	21.5132076458	21.5643906568	21.0525767546	21.14641	100725400				
2011-03-17	21.3767233747	21.5132068494	21.1122874955	21.137879	62497000				
2011-03-18	21.3767246597	21.479088125	21.154939	21.154939	85486700				
2011-03-21	21.4790877371	21.8202964382	21.4534970845	21.607041	46878100				
2011-03-22	21.581449	21.7179324773	21.5217383317	21.581449	30895600				
2011-03-23	21.5217384087	21.8458875215	21.4790873219	21.786176	43969000				
2011-03-24	21.8373572816	22.0676740122	21.7520551047	22.016491	38696700				
2011-03-25	22.1188538884	22.1359151764	21.8288264946	21.854418	57029800				
2011-03-28	21.8885374309	21.9397178813	21.6496904953	21.675282	48973200				
2011-03-29	21.6155707399	21.769114652	21.5814490175	21.743524	40763500				
2011-03-30	21.8373559298	21.9397176827	21.7520537582	21.845887	41999300				
2011-03-31	21.8373564174	21.9055981562	21.6155707663	21.658221	63233700				
2011-04-01	21.7776459401	21.7776459401	21.5899794507	21.734994	63114200				
2011-04-04	21.7094045305	21.8885382461	21.6752828073	21.794705	35433700				
2011-04-05	22.0250210161	22.3321088382	21.9567792779	21.990901	73651100				
2011-04-06	22.1615043075	22.4430006223	22.059142554	22.306518	65581400				
2011-04-07	22.3406397828	22.4003504504	22.1529732976	22.34917	46134700				
2011-04-08	22.3235791749	22.4174124203	22.1444437546	22.238277	39887600				
2011-04-11	22.3406394119	22.3918198614	22.0079592394	22.161504	34286300				
2011-04-12	22.0335519869	22.050612422	21.7947050419	21.871477	36920400				
2011-04-13	21.8800082883	22.0676739298	21.8032354764	21.862947	38144700				
2011-04-14	21.683813	21.7008742881	21.402315821	21.683813	55239900				
2011-04-15	21.7179322491	21.8032344216	21.4790870194	21.641162	65080400				
2011-04-18	21.4108454346	21.5643901991	21.086696324	21.393785	58045100				
2011-04-19	21.3255427435	21.4705564342	21.2146507743	21.453496	38892400				
2011-04-20	21.7861760704	22.1785652174	21.7605845652	21.97384	61608600				
2011-04-21	21.9994317249	22.0847321936	21.6326323734	21.769115	46892300				
2011-04-25	21.8032342082	21.8544172172	21.6155702837	21.845887	33525100				
2011-04-26	21.9567793678	22.5538954329	21.8970678466	22.34064	69200000				
2011-04-27	22.4344712597	22.5112432175	22.2894575617	22.502713	52689000				
2011-04-28	22.5709545633	22.9206951855	22.5197741116	22.78421	80200000				
2011-04-29	22.6477268553	22.7244988136	21.6326326678	22.110324	319317900				
2011-05-02	22.1273849419	22.1785653936	21.7349940857	21.888538	89825600				
2011-05-03	21.8373572816	22.0506127238	21.743524887	22.016491	71892900				
2011-05-04	22.0506122851	22.3918209859	21.999431833	22.229746	73292300				
2011-05-05	22.221214941	22.2468064456	21.9055977578	21.999431	55600000				
2011-05-06	22.2382764929	22.3662288993	21.9653095394	22.067673	55993000				
2011-05-09	22.0079604942	22.1444439755	21.8970685188	22.033552	38696400				
2011-05-10	21.6496908431	22.0506119127	21.5387988703	21.897068	120798700				
2011-05-11	21.8800074495	21.8885376669	21.504677034	21.632632	78600000				
2011-05-12	21.6241006517	21.6582206675	21.4108452212	21.59851	77400000				
2011-05-13	21.5643904349	21.5985104515	21.2828932608	21.351135	66812300				
2011-05-16	21.2914216232	21.3852548669	20.8990324786	20.958744	91350900				
2011-05-17	20.9501584339	21.2077432077	20.8385387374	21.053192	82882100		$0.160		
2011-05-18	21.0617779189	21.2420857917	20.8213654183	21.199156	53931100				
2011-05-19	21.3365335512	21.3622910832	21.0360189942	21.224913	37783600				
2011-05-20	21.2249131373	21.3537068084	20.9845032073	21.027433	45451500				
2011-05-23	20.7870206627	20.8213660426	20.632472034	20.752677	52692500				
2011-05-24	20.7784355087	20.8557106789	20.6410574284	20.735504	47691800				
2011-05-25	20.7526758817	20.8728808411	20.7440897518	20.769849	34904200				
2011-05-26	20.9072268362	21.4910845428	20.8814684459	21.181983	78016600				
2011-05-27	21.1905689596	21.3794638207	21.1648105695	21.259258	50251000				
2011-05-31	21.4309804896	21.5168417931	21.2077428178	21.473912	60196300				
2011-06-01	21.4567392894	21.5511867212	20.9244000776	20.975916	74033500				
2011-06-02	21.0274333797	21.1648114663	20.761263337	20.795607	51487800				
2011-06-03	20.6496419624	20.726917133	20.4693340895	20.529437	60697700				
2011-06-06	20.512264577	20.8213661287	20.4092318713	20.615299	54778700				
2011-06-07	20.68398825	20.7526772935	20.5208517714	20.658229	41112600				
2011-06-08	20.5208506215	20.6238841811	20.4865069603	20.555196	42205000				
2011-06-09	20.6152985094	20.6410577585	20.4521620364	20.572367	42878700				
2011-06-10	20.6238848968	20.6238848968	20.3405434567	20.357714	49327200				
2011-06-13	20.4264047435	20.7698499539	20.3491295712	20.641058	47572500				
2011-06-14	20.8642960433	20.9930897167	20.769850326	20.795607	42894500				
2011-06-15	20.6067123842	20.6152985143	20.3233700889	20.383473	49410200				
2011-06-16	20.39205875	20.6925733	20.30619745	20.606712	57184100				
2011-06-17	20.7956066204	20.8642956624	20.5895403528	20.829952	83320400				
2011-06-20	20.7526769494	21.1733973344	20.7440908191	21.01026	54338400				
